Time	Male	Female	Zombie
1347	22210	20376	0
1348	22210	20376	0
1349	22210	20376	0
1350	22210	20376	0
1351	22210	20376	0
1352	22210	20376	0
1353	22210	20376	0
1354	22210	20376	0
1355	22210	20376	0
1356	22210	20376	0
1357	22210	20376	0
1358	22210	20376	0
1359	22210	20376	0
1360	22210	20376	0
1361	22210	20376	0
1362	22210	20376	0
1363	22210	20376	0
1364	22210	20376	0
1365	22210	20376	0
1366	22210	20376	0
1367	22210	20375	0
1368	22210	20375	0
1369	22210	20375	0
1370	22210	20375	0
1371	22210	20375	0
1372	22210	20375	0
1373	22210	20375	0
1374	22210	20374	0
1375	22210	20374	0
1376	22210	20374	0
1377	22210	20374	0
1378	22210	20374	0
1379	22210	20374	0
1380	22210	20374	0
1381	22210	20374	0
1382	22210	20374	0
1383	22210	20374	0
1384	22210	20374	0
1385	22210	20374	0
1386	22210	20374	0
1387	22210	20374	0
1388	22210	20374	0
1389	22210	20374	0
1390	22210	20374	0
1391	22210	20374	0
1392	22210	20374	0
1393	22210	20372	0
1394	22210	20372	0
1395	22210	20372	0
1396	22210	20372	0
1397	22210	20372	0
1398	22210	20372	0
1399	22210	20372	0
1400	22210	20372	0
1401	22210	20372	0
1402	22210	20372	0
1403	22210	20372	0
1404	22210	20371	0
1405	22210	20371	0
1406	22210	20371	0
1407	22209	20371	0
1408	22209	20371	0
1409	22209	20371	0
1410	22209	20371	0
1411	22209	20370	0
1412	22209	20370	0
1413	22209	20370	0
1414	22209	20370	0
1415	22209	20370	0
1416	22208	20370	0
1417	22207	20370	0
1418	22207	20370	0
1419	22207	20370	0
1420	22207	20370	0
1421	22207	20370	0
1422	22207	20370	0
1423	22207	20370	0
1424	22207	20370	0
1425	22207	20370	0
1426	22206	20370	0
1427	22206	20370	0
1428	22206	20370	0
1429	22206	20370	0
1430	22206	20370	0
1431	22206	20370	0
1432	22206	20370	0
1433	22205	20370	0
1434	22204	20370	0
1435	22204	20370	0
1436	22204	20370	0
1437	22204	20369	0
1438	22204	20369	0
1439	22204	20369	0
1440	22204	20369	0
1441	22204	20369	0
1442	22204	20369	0
1443	22203	20369	0
1444	22203	20369	0
1445	22203	20369	0
1446	22203	20369	0
1447	22203	20369	0
1448	22203	20369	0
1449	22203	20369	0
1450	22203	20369	0
1451	22203	20369	0
1452	22203	20369	0
1453	22203	20369	0
1454	22203	20369	0
1455	22203	20369	0
1456	22203	20369	0
1457	22203	20368	0
1458	22203	20368	0
1459	22203	20368	0
1460	22203	20368	0
1461	22202	20368	0
1462	22202	20368	0
1463	22202	20368	0
1464	22202	20368	0
1465	22202	20368	0
1466	22202	20368	0
1467	22202	20368	0
1468	22202	20368	0
1469	22202	20368	0
1470	22202	20368	0
1471	22202	20368	0
1472	22202	20368	0
1473	22202	20368	0
1474	22202	20368	0
1475	22202	20368	0
1476	22202	20368	0
1477	22202	20368	0
1478	22202	20368	0
1479	22202	20368	0
1480	22202	20368	0
1481	22202	20368	0
1482	22202	20368	0
1483	22202	20368	0
1484	22201	20368	0
1485	22201	20368	0
1486	22201	20368	0
1487	22201	20368	0
1488	22201	20368	0
1489	22201	20368	0
1490	22201	20368	0
1491	22201	20368	0
1492	22201	20368	0
1493	22201	20368	0
1494	22201	20368	0
1495	22201	20368	0
1496	22201	20368	0
1497	22201	20368	0
1498	22201	20368	0
1499	22201	20368	0
1500	22201	20368	0
1501	22201	20368	0
1502	22201	20368	0
1503	22201	20368	0
1504	22201	20368	0
1505	22201	20368	0
1506	22201	20368	0
1507	22201	20368	0
1508	22201	20368	0
1509	22201	20368	0
1510	22201	20368	0
1511	22201	20368	0
1512	22201	20368	0
1513	22201	20368	0
1514	22201	20368	0
1515	22201	20368	0
1516	22201	20368	0
1517	22201	20367	0
1518	22201	20367	0
1519	22201	20367	0
1520	22201	20367	0
1521	22201	20367	0
1522	22201	20367	0
1523	22201	20367	0
1524	22201	20367	0
1525	22201	20367	0
1526	22201	20367	0
1527	22201	20367	0
1528	22201	20366	0
1529	22201	20366	0
1530	22201	20366	0
1531	22201	20366	0
1532	22201	20366	0
1533	22201	20366	0
1534	22201	20366	0
1535	22201	20366	0
1536	22201	20366	0
1537	22201	20366	0
1538	22201	20366	0
1539	22201	20366	0
1540	22201	20365	0
1541	22201	20365	0
1542	22201	20365	0
1543	22201	20364	0
1544	22201	20364	0
1545	22201	20364	0
1546	22201	20364	0
1547	22201	20364	0
1548	22201	20364	0
1549	22200	20364	0
1550	22200	20364	0
1551	22200	20364	0
1552	22200	20364	0
1553	22200	20364	0
1554	22200	20364	0
1555	22200	20364	0
1556	22200	20364	0
1557	22200	20363	0
1558	22200	20363	0
1559	22200	20363	0
1560	22200	20363	0
1561	22200	20363	0
1562	22200	20363	0
1563	22200	20363	0
1564	22200	20363	0
1565	22200	20363	0
1566	22200	20363	0
1567	22200	20363	0
1568	22199	20363	0
1569	22199	20363	0
1570	22199	20363	0
1571	22199	20363	0
1572	22199	20363	0
1573	22199	20363	0
1574	22199	20363	0
1575	22199	20363	0
1576	22199	20363	0
1577	22199	20363	0
1578	22199	20363	0
1579	22199	20363	0
1580	22199	20363	0
1581	22199	20363	0
1582	22199	20363	0
1583	22198	20363	0
1584	22198	20363	0
1585	22198	20363	0
1586	22198	20363	0
1587	22198	20362	0
1588	22198	20362	0
1589	22197	20362	0
1590	22196	20362	0
1591	22196	20362	0
1592	22196	20362	0
1593	22195	20362	0
1594	22195	20362	0
1595	22195	20362	0
1596	22195	20362	0
1597	22195	20362	0
1598	22195	20362	0
1599	22195	20362	0
1600	22195	20362	0
1601	22195	20362	0
1602	22195	20362	0
1603	22195	20362	0
1604	22195	20362	0
1605	22195	20362	0
1606	22195	20362	0
1607	22195	20362	0
1608	22195	20362	0
1609	22195	20362	0
1610	22195	20362	0
1611	22195	20362	0
1612	22195	20362	0
1613	22194	20362	0
1614	22194	20362	0
1615	22194	20362	0
1616	22194	20362	0
1617	22194	20362	0
1618	22194	20362	0
1619	22194	20362	0
1620	22193	20362	0
1621	22193	20362	0
1622	22193	20362	0
1623	22193	20362	0
1624	22193	20362	0
1625	22193	20362	0
1626	22193	20362	0
1627	22193	20362	0
1628	22193	20361	0
1629	22193	20359	0
1630	22193	20359	0
1631	22193	20359	0
1632	22193	20359	0
1633	22193	20359	0
1634	22193	20359	0
1635	22193	20359	0
1636	22193	20359	0
1637	22193	20359	0
1638	22193	20359	0
1639	22193	20359	0
1640	22193	20359	0
1641	22192	20359	0
1642	22192	20359	0
1643	22192	20359	0
1644	22192	20359	0
1645	22192	20359	0
1646	22192	20359	0
1647	22192	20359	0
1648	22192	20359	0
1649	22192	20359	0
1650	22192	20359	0
1651	22192	20359	0
1652	22192	20359	0
1653	22192	20359	0
1654	22192	20359	0
1655	22192	20359	0
1656	22192	20359	0
1657	22192	20359	0
1658	22192	20359	0
1659	22192	20359	0
1660	22192	20359	0
1661	22192	20359	0
1662	22192	20359	0
1663	22192	20359	0
1664	22192	20359	0
1665	22192	20358	0
1666	22192	20358	0
1667	22192	20358	0
1668	22192	20358	0
1669	22192	20358	0
1670	22192	20358	0
1671	22192	20358	0
1672	22192	20358	0
1673	22192	20358	0
1674	22192	20358	0
1675	22192	20358	0
1676	22192	20358	0
1677	22192	20358	0
1678	22192	20358	0
1679	22192	20358	0
1680	22192	20358	0
1681	22192	20358	0
1682	22192	20358	0
1683	22192	20358	0
1684	22191	20358	0
1685	22191	20358	0
1686	22191	20358	0
1687	22191	20358	0
1688	22191	20358	0
1689	22191	20358	0
1690	22191	20358	0
1691	22191	20358	0
1692	22191	20358	0
1693	22191	20358	0
1694	22191	20358	0
1695	22191	20358	0
1696	22191	20358	0
1697	22191	20358	0
1698	22191	20358	0
1699	22191	20358	0
1700	22191	20358	0
1701	22191	20358	0
1702	22190	20358	0
1703	22190	20358	0
1704	22190	20358	0
1705	22190	20358	0
1706	22190	20358	0
1707	22190	20358	0
1708	22190	20358	0
1709	22190	20358	0
1710	22190	20358	0
1711	22190	20358	0
1712	22190	20358	0
1713	22190	20358	0
1714	22190	20358	0
1715	22190	20358	0
1716	22190	20358	0
1717	22190	20358	0
1718	22190	20358	0
1719	22190	20358	0
1720	22190	20358	0
1721	22190	20358	0
1722	22190	20358	0
1723	22190	20358	0
1724	22190	20358	0
1725	22190	20358	0
1726	22190	20358	0
1727	22190	20358	0
1728	22190	20358	0
1729	22190	20358	0
1730	22190	20358	0
1731	22190	20358	0
1732	22190	20358	0
1733	22190	20358	0
1734	22190	20358	0
1735	22190	20358	0
1736	22190	20358	0
1737	22190	20358	0
1738	22190	20358	0
1739	22190	20358	0
1740	22190	20358	0
1741	22190	20358	0
1742	22190	20358	0
1743	22190	20358	0
1744	22190	20358	0
1745	22190	20357	0
1746	22190	20357	0
1747	22190	20357	0
1748	22190	20357	0
1749	22190	20357	0
1750	22190	20357	0
1751	22189	20357	0
1752	22189	20357	0
1753	22189	20357	0
1754	22189	20357	0
1755	22189	20357	0
1756	22189	20357	0
1757	22189	20357	0
1758	22189	20357	0
1759	22189	20357	0
1760	22189	20357	0
1761	22189	20357	0
1762	22189	20357	0
1763	22189	20357	0
1764	22189	20357	0
1765	22189	20357	0
1766	22189	20356	0
1767	22189	20356	0
1768	22189	20356	0
1769	22189	20356	0
1770	22189	20356	0
1771	22189	20356	0
1772	22189	20356	0
1773	22189	20356	0
1774	22189	20356	0
1775	22189	20356	0
1776	22189	20356	0
1777	22189	20356	0
1778	22189	20356	0
1779	22189	20356	0
1780	22189	20356	0
1781	22189	20356	0
1782	22189	20356	0
1783	22189	20356	0
1784	22189	20356	0
1785	22189	20356	0
1786	22189	20356	0
1787	22188	20356	0
1788	22188	20356	0
1789	22188	20356	0
1790	22188	20356	0
1791	22188	20356	0
1792	22188	20356	0
1793	22188	20356	0
1794	22187	20356	0
1795	22187	20356	0
1796	22187	20356	0
1797	22187	20356	0
1798	22187	20356	0
1799	22187	20356	0
1800	22187	20356	0
1801	22187	20356	0
1802	22187	20356	0
1803	22187	20356	0
1804	22187	20356	0
1805	22187	20356	0
1806	22187	20356	0
1807	22187	20356	0
1808	22187	20356	0
1809	22186	20356	0
1810	22186	20356	0
1811	22186	20356	0
1812	22186	20356	0
1813	22186	20356	0
1814	22186	20356	0
1815	22186	20356	0
1816	22186	20356	0
1817	22186	20356	0
1818	22186	20356	0
1819	22186	20356	0
1820	22186	20356	0
1821	22186	20356	0
1822	22186	20356	0
1823	22186	20356	0
1824	22186	20356	0
1825	22186	20356	0
1826	22186	20356	0
1827	22186	20356	0
1828	22186	20356	0
1829	22186	20356	0
1830	22186	20356	0
1831	22186	20356	0
1832	22186	20356	0
1833	22186	20356	0
1834	22186	20356	0
1835	22186	20356	0
1836	22186	20356	0
1837	22186	20356	0
1838	22185	20356	0
1839	22185	20356	0
1840	22185	20356	0
1841	22185	20356	0
1842	22185	20356	0
1843	22185	20356	0
1844	22185	20356	0
1845	22185	20356	0
1846	22185	20356	0
1847	22185	20356	0
1848	22185	20356	0
1849	22185	20356	0
1850	22185	20356	0
1851	22185	20356	0
1852	22185	20356	0
1853	22185	20356	0
1854	22185	20356	0
1855	22185	20356	0
1856	22185	20356	0
1857	22185	20356	0
1858	22185	20356	0
1859	22185	20356	0
1860	22185	20356	0
1861	22185	20356	0
1862	22185	20356	0
1863	22185	20356	0
1864	22185	20356	0
1865	22185	20356	0
1866	22185	20356	0
1867	22185	20356	0
1868	22185	20356	0
1869	22185	20356	0
1870	22185	20356	0
1871	22185	20356	0
1872	22185	20356	0
1873	22185	20356	0
1874	22185	20356	0
1875	22185	20355	0
1876	22185	20355	0
1877	22185	20355	0
1878	22185	20355	0
1879	22185	20355	0
1880	22185	20355	0
1881	22185	20355	0
1882	22185	20355	0
1883	22185	20355	0
1884	22185	20354	0
1885	22185	20354	0
1886	22185	20354	0
1887	22185	20354	0
1888	22185	20354	0
1889	22185	20354	0
1890	22185	20354	0
1891	22185	20354	0
1892	22185	20354	0
1893	22185	20354	0
1894	22185	20354	0
1895	22185	20354	0
1896	22185	20354	0
1897	22185	20354	0
1898	22185	20354	0
1899	22185	20354	0
1900	22185	20354	0
1901	22185	20354	0
1902	22185	20354	0
1903	22185	20354	0
1904	22185	20354	0
1905	22185	20354	0
1906	22185	20354	0
1907	22185	20354	0
1908	22185	20354	0
1909	22185	20354	0
1910	22185	20354	0
1911	22185	20354	0
1912	22185	20354	0
1913	22185	20354	0
1914	22185	20354	0
1915	22185	20353	0
1916	22185	20353	0
1917	22185	20353	0
1918	22185	20353	0
1919	22185	20353	0
1920	22185	20353	0
1921	22185	20353	0
1922	22184	20353	0
1923	22184	20353	0
1924	22184	20353	0
1925	22184	20353	0
1926	22184	20353	0
1927	22184	20353	0
1928	22184	20353	0
1929	22184	20353	0
1930	22184	20353	0
1931	22184	20353	0
1932	22184	20353	0
1933	22184	20353	0
1934	22184	20353	0
1935	22184	20353	0
1936	22184	20353	0
1937	22184	20353	0
1938	22184	20353	0
1939	22184	20353	0
1940	22184	20353	0
1941	22184	20353	0
1942	22184	20353	0
1943	22184	20353	0
1944	22184	20353	0
1945	22184	20353	0
1946	22184	20353	0
1947	22184	20353	0
1948	22184	20353	0
1949	22184	20353	0
1950	22184	20353	0
1951	22184	20353	0
1952	22184	20353	0
1953	22184	20353	0
1954	22184	20352	0
1955	22184	20352	0
1956	22184	20352	0
1957	22184	20352	0
1958	22184	20352	0
1959	22184	20352	0
1960	22184	20352	0
1961	22184	20352	0
1962	22184	20352	0
1963	22184	20352	0
1964	22184	20352	0
1965	22184	20352	0
1966	22184	20352	0
1967	22184	20352	0
1968	22184	20352	0
1969	22184	20352	0
1970	22184	20351	0
1971	22184	20351	0
1972	22184	20351	0
1973	22184	20351	0
1974	22184	20351	0
1975	22184	20351	0
1976	22183	20351	0
1977	22183	20351	0
1978	22183	20351	0
1979	22183	20351	0
1980	22183	20351	0
1981	22182	20351	0
1982	22182	20350	0
1983	22182	20349	0
1984	22182	20349	0
1985	22182	20349	0
1986	22182	20349	0
1987	22182	20349	0
1988	22182	20349	0
1989	22182	20349	0
1990	22182	20349	0
1991	22182	20349	0
1992	22182	20349	0
1993	22182	20349	0
1994	22181	20349	0
1995	22181	20349	0
1996	22181	20348	0
1997	22181	20346	0
1998	22181	20346	0
1999	22181	20346	0
2000	22181	20346	0
2001	22181	20346	0
2002	22181	20346	0
2003	22181	20346	0
2004	22181	20346	0
2005	22181	20346	0
2006	22181	20346	0
2007	22181	20346	0
2008	22181	20346	0
2009	22181	20346	0
2010	22181	20346	0
2011	22181	20346	0
2012	22181	20346	0
2013	22181	20345	0
2014	22181	20345	0
2015	22181	20344	0
2016	22181	20344	0
2017	22181	20344	0
2018	22181	20344	0
2019	22181	20344	0
2020	22181	20344	0
2021	22181	20344	0
2022	22181	20343	0
2023	22181	20343	0
2024	22181	20343	0
2025	22181	20343	0
2026	22181	20343	0
2027	22181	20343	0
2028	22181	20343	0
2029	22181	20343	0
2030	22181	20343	0
2031	22181	20343	0
2032	22181	20343	0
2033	22181	20343	0
2034	22181	20343	0
2035	22181	20343	0
2036	22181	20343	0
2037	22181	20342	0
2038	22181	20342	0
2039	22181	20342	0
2040	22181	20342	0
2041	22181	20342	0
2042	22181	20342	0
2043	22181	20342	0
2044	22181	20342	0
2045	22181	20342	0
2046	22181	20342	0
2047	22181	20342	0
2048	22181	20342	0
2049	22181	20342	0
2050	22181	20342	0
2051	22181	20342	0
2052	22181	20342	0
2053	22181	20342	0
2054	22181	20342	0
2055	22181	20342	0
2056	22181	20342	0
2057	22181	20342	0
2058	22180	20342	0
2059	22180	20342	0
2060	22180	20342	0
2061	22180	20342	0
2062	22180	20342	0
2063	22180	20342	0
2064	22180	20342	0
2065	22180	20342	0
2066	22180	20342	0
2067	22180	20342	0
2068	22180	20342	0
2069	22180	20342	0
2070	22180	20342	0
2071	22180	20342	0
2072	22180	20342	0
2073	22180	20341	0
2074	22180	20341	0
2075	22180	20341	0
2076	22180	20341	0
2077	22180	20341	0
2078	22180	20341	0
2079	22180	20341	0
2080	22180	20341	0
2081	22180	20341	0
2082	22180	20341	0
2083	22180	20341	0
2084	22180	20341	0
2085	22180	20341	0
2086	22180	20341	0
2087	22180	20341	0
2088	22180	20341	0
2089	22180	20341	0
2090	22180	20341	0
2091	22179	20341	0
2092	22179	20341	0
2093	22179	20341	0
2094	22179	20341	0
2095	22179	20341	0
2096	22179	20341	0
2097	22179	20341	0
2098	22179	20341	0
2099	22179	20341	0
2100	22179	20341	0
2101	22179	20341	0
2102	22179	20341	0
2103	22179	20341	0
2104	22179	20341	0
2105	22179	20341	0
2106	22179	20341	0
2107	22178	20341	0
2108	22178	20341	0
2109	22178	20341	0
2110	22178	20341	0
2111	22178	20341	0
2112	22178	20341	0
2113	22178	20341	0
2114	22178	20341	0
2115	22178	20341	0
2116	22178	20341	0
2117	22178	20341	0
2118	22178	20341	0
2119	22178	20341	0
2120	22178	20341	0
2121	22178	20341	0
2122	22178	20341	0
2123	22178	20341	0
2124	22178	20341	0
2125	22178	20341	0
2126	22178	20341	0
2127	22178	20341	0
2128	22178	20341	0
2129	22178	20341	0
2130	22178	20341	0
2131	22177	20341	0
2132	22177	20341	0
2133	22177	20341	0
2134	22177	20341	0
2135	22177	20341	0
2136	22177	20341	0
2137	22177	20341	0
2138	22177	20341	0
2139	22177	20341	0
2140	22177	20341	0
2141	22177	20341	0
2142	22177	20341	0
2143	22177	20341	0
2144	22177	20341	0
2145	22177	20341	0
2146	22177	20341	0
2147	22177	20341	0
2148	22177	20341	0
2149	22177	20341	0
2150	22177	20340	0
2151	22177	20340	0
2152	22177	20340	0
2153	22177	20340	0
2154	22177	20340	0
2155	22177	20340	0
2156	22177	20340	0
2157	22177	20340	0
2158	22177	20340	0
2159	22177	20340	0
2160	22177	20340	0
2161	22177	20340	0
2162	22177	20340	0
2163	22177	20340	0
2164	22176	20340	0
2165	22176	20340	0
2166	22176	20340	0
2167	22176	20340	0
2168	22176	20340	0
2169	22176	20340	0
2170	22175	20340	0
2171	22175	20340	0
2172	22175	20340	0
2173	22175	20340	0
2174	22174	20340	0
2175	22173	20340	0
2176	22173	20340	0
2177	22173	20340	0
2178	22172	20340	0
2179	22172	20339	0
2180	22172	20339	0
2181	22172	20339	0
2182	22172	20339	0
2183	22172	20339	0
2184	22172	20339	0
2185	22172	20339	0
2186	22172	20339	0
2187	22172	20339	0
2188	22171	20339	0
2189	22171	20339	0
2190	22171	20339	0
2191	22171	20339	0
2192	22171	20339	0
2193	22171	20339	0
2194	22171	20339	0
2195	22171	20339	0
2196	22171	20339	0
2197	22171	20339	0
2198	22171	20339	0
2199	22170	20339	0
2200	22170	20339	0
2201	22170	20339	0
2202	22170	20339	0
2203	22170	20339	0
2204	22169	20339	0
2205	22168	20339	0
2206	22168	20339	0
2207	22168	20339	0
2208	22168	20339	0
2209	22167	20339	0
2210	22167	20339	0
2211	22166	20339	0
2212	22166	20339	0
2213	22165	20339	0
2214	22165	20339	0
2215	22165	20339	0
2216	22165	20339	0
2217	22165	20339	0
2218	22165	20339	0
2219	22165	20339	0
2220	22165	20339	0
2221	22165	20339	0
2222	22165	20339	0
2223	22165	20339	0
2224	22165	20338	0
2225	22165	20338	0
2226	22165	20338	0
2227	22165	20338	0
2228	22165	20338	0
2229	22165	20338	0
2230	22165	20338	0
2231	22165	20338	0
2232	22165	20338	0
2233	22165	20338	0
2234	22165	20338	0
2235	22165	20338	0
2236	22165	20338	0
2237	22165	20338	0
2238	22165	20338	0
2239	22165	20338	0
2240	22164	20338	0
2241	22164	20338	0
2242	22164	20338	0
2243	22164	20338	0
2244	22164	20338	0
2245	22164	20338	0
2246	22163	20338	0
2247	22163	20338	0
2248	22162	20338	0
2249	22162	20338	0
2250	22162	20337	0
2251	22162	20337	0
2252	22162	20337	0
2253	22162	20337	0
2254	22162	20337	0
2255	22162	20337	0
2256	22162	20336	0
2257	22162	20336	0
2258	22162	20336	0
2259	22162	20336	0
2260	22162	20336	0
2261	22162	20336	0
2262	22162	20336	0
2263	22162	20336	0
2264	22162	20336	0
2265	22162	20336	0
2266	22162	20336	0
2267	22162	20335	0
2268	22162	20335	0
2269	22162	20335	0
2270	22162	20335	0
2271	22162	20335	0
2272	22162	20335	0
2273	22162	20335	0
2274	22161	20335	0
2275	22161	20335	0
2276	22161	20335	0
2277	22161	20335	0
2278	22161	20335	0
2279	22161	20335	0
2280	22161	20335	0
2281	22160	20335	0
2282	22160	20335	0
2283	22160	20335	0
2284	22160	20335	0
2285	22160	20335	0
2286	22160	20335	0
2287	22160	20335	0
2288	22160	20335	0
2289	22160	20335	0
2290	22160	20335	0
2291	22160	20335	0
2292	22160	20335	0
2293	22160	20335	0
2294	22160	20335	0
2295	22158	20335	0
2296	22158	20335	0
2297	22158	20335	0
2298	22157	20334	0
2299	22157	20334	0
2300	22157	20334	0
2301	22157	20334	0
2302	22156	20334	0
2303	22156	20332	0
2304	22155	20332	0
2305	22155	20331	0
2306	22155	20331	0
2307	22155	20331	0
2308	22155	20331	0
2309	22155	20331	0
2310	22155	20331	0
2311	22155	20331	0
2312	22155	20331	0
2313	22155	20331	0
2314	22154	20331	0
2315	22154	20331	0
2316	22154	20331	0
2317	22154	20330	0
2318	22154	20330	0
2319	22154	20330	0
2320	22154	20330	0
2321	22154	20330	0
2322	22154	20330	0
2323	22154	20330	0
2324	22154	20330	0
2325	22154	20330	0
2326	22154	20330	0
2327	22154	20330	0
2328	22153	20330	0
2329	22153	20330	0
2330	22153	20330	0
2331	22153	20330	0
2332	22153	20330	0
2333	22153	20330	0
2334	22153	20330	0
2335	22153	20330	0
2336	22153	20330	0
2337	22153	20330	0
2338	22153	20330	0
2339	22153	20330	0
2340	22153	20330	0
2341	22153	20330	0
2342	22153	20330	0
2343	22153	20330	0
2344	22153	20330	0
2345	22153	20330	0
2346	22153	20330	0
2347	22153	20330	0
2348	22153	20330	0
2349	22153	20330	0
2350	22153	20330	0
2351	22153	20330	0
2352	22153	20329	0
2353	22153	20329	0
2354	22153	20329	0
2355	22153	20329	0
2356	22153	20329	0
2357	22153	20329	0
2358	22153	20328	0
2359	22153	20328	0
2360	22153	20328	0
2361	22153	20328	0
2362	22153	20328	0
2363	22153	20328	0
2364	22153	20327	0
2365	22153	20327	0
2366	22153	20327	0
2367	22153	20327	0
2368	22153	20327	0
2369	22153	20327	0
2370	22153	20327	0
2371	22153	20327	0
2372	22153	20327	0
2373	22153	20327	0
2374	22153	20327	0
2375	22153	20327	0
2376	22153	20327	0
2377	22153	20327	0
2378	22153	20327	0
2379	22153	20326	0
2380	22153	20326	0
2381	22153	20326	0
2382	22153	20326	0
2383	22153	20326	0
2384	22153	20326	0
2385	22153	20326	0
2386	22152	20326	0
2387	22152	20326	0
2388	22152	20326	0
2389	22152	20326	0
2390	22152	20325	0
2391	22152	20325	0
2392	22152	20325	0
2393	22152	20325	0
2394	22152	20325	0
2395	22152	20325	0
2396	22152	20325	0
2397	22152	20325	0
2398	22152	20325	0
2399	22152	20325	0
2400	22152	20325	0
2401	22151	20325	0
2402	22151	20325	0
2403	22150	20324	0
2404	22150	20324	0
2405	22150	20324	0
2406	22150	20324	0
2407	22150	20324	0
2408	22150	20324	0
2409	22150	20324	0
2410	22150	20324	0
2411	22150	20324	0
2412	22150	20324	0
2413	22150	20324	0
2414	22150	20324	0
2415	22150	20324	0
2416	22150	20324	0
2417	22150	20324	0
2418	22150	20324	0
2419	22150	20324	0
2420	22150	20324	0
2421	22150	20324	0
2422	22150	20324	0
2423	22150	20324	0
2424	22150	20324	0
2425	22150	20324	0
2426	22150	20324	0
2427	22150	20324	0
2428	22150	20324	0
2429	22150	20324	0
2430	22150	20324	0
2431	22150	20324	0
2432	22150	20324	0
2433	22150	20324	0
2434	22150	20324	0
2435	22150	20324	0
2436	22150	20324	0
2437	22150	20324	0
2438	22150	20324	0
2439	22150	20324	0
2440	22150	20324	0
2441	22150	20324	0
2442	22150	20324	0
2443	22149	20324	0
2444	22149	20324	0
2445	22149	20324	0
2446	22149	20324	0
2447	22149	20324	0
2448	22149	20324	0
2449	22149	20324	0
2450	22149	20324	0
2451	22149	20324	0
2452	22149	20324	0
2453	22149	20324	0
2454	22148	20324	0
2455	22148	20324	0
2456	22148	20324	0
2457	22148	20324	0
2458	22148	20323	0
2459	22148	20323	0
2460	22147	20323	0
2461	22147	20323	0
2462	22147	20323	0
2463	22147	20323	0
2464	22147	20322	0
2465	22147	20322	0
2466	22146	20321	0
2467	22146	20321	0
2468	22145	20321	0
2469	22145	20321	0
2470	22145	20321	0
2471	22145	20320	0
2472	22145	20320	0
2473	22145	20320	0
2474	22145	20319	0
2475	22145	20319	0
2476	22145	20319	0
2477	22145	20319	0
2478	22145	20319	0
2479	22145	20318	0
2480	22145	20318	0
2481	22145	20318	0
2482	22145	20318	0
2483	22145	20318	0
2484	22145	20318	0
2485	22145	20318	0
2486	22145	20318	0
2487	22145	20318	0
2488	22145	20318	0
2489	22145	20318	0
2490	22145	20318	0
2491	22145	20318	0
2492	22144	20318	0
2493	22144	20318	0
2494	22143	20318	0
2495	22143	20318	0
2496	22143	20318	0
2497	22143	20318	0
2498	22143	20318	0
2499	22143	20318	0
2500	22143	20318	0
2501	22143	20318	0
2502	22143	20318	0
2503	22143	20318	0
2504	22143	20318	0
2505	22143	20318	0
2506	22143	20318	0
2507	22143	20318	0
2508	22143	20318	0
2509	22143	20318	0
2510	22143	20318	0
2511	22143	20318	0
2512	22143	20318	0
2513	22143	20318	0
2514	22142	20318	0
2515	22142	20318	0
2516	22142	20318	0
2517	22142	20318	0
2518	22142	20318	0
2519	22142	20318	0
2520	22142	20318	0
2521	22142	20318	0
2522	22142	20318	0
2523	22142	20318	0
2524	22142	20318	0
2525	22142	20318	0
2526	22142	20318	0
2527	22142	20318	0
2528	22142	20318	0
2529	22142	20318	0
2530	22142	20318	0
2531	22142	20318	0
2532	22142	20318	0
2533	22142	20318	0
2534	22142	20318	0
2535	22142	20318	0
2536	22142	20318	0
2537	22142	20317	0
2538	22142	20317	0
2539	22142	20317	0
2540	22142	20317	0
2541	22142	20317	0
2542	22142	20317	0
2543	22142	20317	0
2544	22142	20317	0
2545	22142	20317	0
2546	22140	20317	0
2547	22140	20316	0
2548	22140	20316	0
2549	22140	20316	0
2550	22140	20316	0
2551	22140	20315	0
2552	22140	20315	0
2553	22140	20315	0
2554	22140	20314	0
2555	22140	20314	0
2556	22140	20314	0
2557	22140	20314	0
2558	22140	20314	0
2559	22140	20314	0
2560	22140	20314	0
2561	22140	20314	0
2562	22139	20314	0
2563	22139	20314	0
2564	22139	20314	0
2565	22139	20314	0
2566	22139	20314	0
2567	22139	20314	0
2568	22139	20314	0
2569	22139	20314	0
2570	22139	20314	0
2571	22139	20314	0
2572	22139	20314	0
2573	22139	20314	0
2574	22139	20314	0
2575	22139	20314	0
2576	22139	20314	0
2577	22139	20314	0
2578	22139	20314	0
2579	22139	20314	0
2580	22139	20314	0
2581	22139	20314	0
2582	22139	20314	0
2583	22139	20314	0
2584	22139	20314	0
2585	22139	20314	0
2586	22139	20314	0
2587	22139	20314	0
2588	22139	20314	0
2589	22139	20314	0
2590	22139	20314	0
2591	22139	20314	0
2592	22139	20314	0
2593	22139	20314	0
2594	22139	20314	0
2595	22139	20314	0
2596	22139	20314	0
2597	22139	20314	0
2598	22139	20314	0
2599	22139	20314	0
2600	22139	20314	0
2601	22139	20314	0
2602	22139	20314	0
2603	22139	20314	0
2604	22139	20314	0
2605	22139	20314	0
2606	22138	20314	0
2607	22138	20314	0
2608	22138	20314	0
2609	22137	20314	0
2610	22137	20314	0
2611	22136	20314	0
2612	22136	20314	0
2613	22136	20314	0
2614	22136	20314	0
2615	22136	20314	0
2616	22136	20314	0
2617	22136	20314	0
